Unnamed: 0,GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
8046,Shot Chart Detail,21500015,495,202397,Ish Smith,1610612740,New Orleans Pelicans,4,4,51,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,17,-174,41,1,0,20151028,POR,NOP
8047,Shot Chart Detail,21500015,504,202397,Ish Smith,1610612740,New Orleans Pelicans,4,3,11,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-143,218,1,0,20151028,POR,NOP
8048,Shot Chart Detail,21500015,535,202397,Ish Smith,1610612740,New Orleans Pelicans,4,1,5,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,46,144,1,0,20151028,POR,NOP
8049,Shot Chart Detail,21500035,57,202397,Ish Smith,1610612740,New Orleans Pelicans,1,6,35,Made Shot,Driving Bank shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,9,87,43,1,1,20151031,NOP,GSW
8050,Shot Chart Detail,21500035,86,202397,Ish Smith,1610612740,New Orleans Pelicans,1,4,49,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-4,62,1,0,20151031,NOP,GSW
8051,Shot Chart Detail,21500035,102,202397,Ish Smith,1610612740,New Orleans Pelicans,1,3,47,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,20,7,1,0,20151031,NOP,GSW
8052,Shot Chart Detail,21500035,125,202397,Ish Smith,1610612740,New Orleans Pelicans,1,1,45,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-88,252,1,0,20151031,NOP,GSW
8053,Shot Chart Detail,21500035,146,202397,Ish Smith,1610612740,New Orleans Pelicans,1,0,0,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,21,-2,213,1,0,20151031,NOP,GSW
8054,Shot Chart Detail,21500035,438,202397,Ish Smith,1610612740,New Orleans Pelicans,4,11,15,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,15,3,1,1,20151031,NOP,GSW
8055,Shot Chart Detail,21500056,119,202397,Ish Smith,1610612740,New Orleans Pelicans,1,0,1,Missed Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,17,7,1,0,20151103,NOP,ORL
8056,Shot Chart Detail,21500056,177,202397,Ish Smith,1610612740,New Orleans Pelicans,2,7,50,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,19,48,185,1,0,20151103,NOP,ORL
8057,Shot Chart Detail,21500056,269,202397,Ish Smith,1610612740,New Orleans Pelicans,2,0,0,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,127,218,1,1,20151103,NOP,ORL
8058,Shot Chart Detail,21500081,51,202397,Ish Smith,1610612740,New Orleans Pelicans,1,6,0,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,94,144,1,0,20151106,NOP,ATL
8059,Shot Chart Detail,21500081,82,202397,Ish Smith,1610612740,New Orleans Pelicans,1,3,11,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,232,-1,1,0,20151106,NOP,ATL
8060,Shot Chart Detail,21500081,123,202397,Ish Smith,1610612740,New Orleans Pelicans,2,11,42,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-27,8,1,1,20151106,NOP,ATL
8061,Shot Chart Detail,21500081,126,202397,Ish Smith,1610612740,New Orleans Pelicans,2,11,13,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,122,124,1,0,20151106,NOP,ATL
8062,Shot Chart Detail,21500081,138,202397,Ish Smith,1610612740,New Orleans Pelicans,2,9,58,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-125,214,1,0,20151106,NOP,ATL
8063,Shot Chart Detail,21500081,141,202397,Ish Smith,1610612740,New Orleans Pelicans,2,9,45,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,22,7,1,1,20151106,NOP,ATL
8064,Shot Chart Detail,21500081,221,202397,Ish Smith,1610612740,New Orleans Pelicans,2,2,45,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,17,7,1,0,20151106,NOP,ATL
8065,Shot Chart Detail,21500081,325,202397,Ish Smith,1610612740,New Orleans Pelicans,3,4,50,Missed Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-12,16,1,0,20151106,NOP,ATL
8066,Shot Chart Detail,21500081,441,202397,Ish Smith,1610612740,New Orleans Pelicans,4,7,30,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,19,-92,169,1,1,20151106,NOP,ATL
8067,Shot Chart Detail,21500081,506,202397,Ish Smith,1610612740,New Orleans Pelicans,4,2,39,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,99,228,1,0,20151106,NOP,ATL
8068,Shot Chart Detail,21500081,520,202397,Ish Smith,1610612740,New Orleans Pelicans,4,1,34,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,25,7,1,1,20151106,NOP,ATL
8069,Shot Chart Detail,21500088,6,202397,Ish Smith,1610612740,New Orleans Pelicans,1,11,1,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-222,-5,1,1,20151107,DAL,NOP
8070,Shot Chart Detail,21500088,18,202397,Ish Smith,1610612740,New Orleans Pelicans,1,8,58,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,18,-9,188,1,0,20151107,DAL,NOP
8071,Shot Chart Detail,21500088,21,202397,Ish Smith,1610612740,New Orleans Pelicans,1,8,24,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,233,13,1,0,20151107,DAL,NOP
8072,Shot Chart Detail,21500088,25,202397,Ish Smith,1610612740,New Orleans Pelicans,1,8,5,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,9,-1,1,0,20151107,DAL,NOP
8073,Shot Chart Detail,21500088,46,202397,Ish Smith,1610612740,New Orleans Pelicans,1,6,7,Missed Shot,Driving Bank shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,8,87,21,1,0,20151107,DAL,NOP
8074,Shot Chart Detail,21500088,130,202397,Ish Smith,1610612740,New Orleans Pelicans,2,10,2,Missed Shot,Driving Bank shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,63,7,1,0,20151107,DAL,NOP
8075,Shot Chart Detail,21500088,152,202397,Ish Smith,1610612740,New Orleans Pelicans,2,8,19,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,14,-2,144,1,1,20151107,DAL,NOP
8076,Shot Chart Detail,21500088,285,202397,Ish Smith,1610612740,New Orleans Pelicans,3,9,16,Missed Shot,Floating Jump shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,17,-163,51,1,0,20151107,DAL,NOP
8077,Shot Chart Detail,21500088,292,202397,Ish Smith,1610612740,New Orleans Pelicans,3,8,36,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,4,7,1,0,20151107,DAL,NOP
8078,Shot Chart Detail,21500088,334,202397,Ish Smith,1610612740,New Orleans Pelicans,3,4,7,Missed Shot,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,66,11,1,0,20151107,DAL,NOP
8079,Shot Chart Detail,21500088,405,202397,Ish Smith,1610612740,New Orleans Pelicans,4,8,34,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,19,146,124,1,0,20151107,DAL,NOP
8080,Shot Chart Detail,21500088,448,202397,Ish Smith,1610612740,New Orleans Pelicans,4,5,29,Made Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-19,2,1,1,20151107,DAL,NOP
8081,Shot Chart Detail,21500088,461,202397,Ish Smith,1610612740,New Orleans Pelicans,4,4,14,Missed Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,4,2,1,0,20151107,DAL,NOP
8082,Shot Chart Detail,21500088,499,202397,Ish Smith,1610612740,New Orleans Pelicans,4,0,44,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-117,218,1,0,20151107,DAL,NOP
8083,Shot Chart Detail,21500112,114,202397,Ish Smith,1610612740,New Orleans Pelicans,1,0,33,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,132,72,1,0,20151110,NOP,DAL
8084,Shot Chart Detail,21500112,132,202397,Ish Smith,1610612740,New Orleans Pelicans,2,11,19,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-20,7,1,1,20151110,NOP,DAL
8085,Shot Chart Detail,21500112,149,202397,Ish Smith,1610612740,New Orleans Pelicans,2,10,21,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,12,-99,82,1,0,20151110,NOP,DAL
8086,Shot Chart Detail,21500112,155,202397,Ish Smith,1610612740,New Orleans Pelicans,2,9,33,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-19,7,1,1,20151110,NOP,DAL
8087,Shot Chart Detail,21500112,360,202397,Ish Smith,1610612740,New Orleans Pelicans,3,4,57,Made Shot,Running Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-11,7,1,1,20151110,NOP,DAL
8088,Shot Chart Detail,21500112,369,202397,Ish Smith,1610612740,New Orleans Pelicans,3,4,27,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,15,2,1,0,20151110,NOP,DAL
8089,Shot Chart Detail,21500112,415,202397,Ish Smith,1610612740,New Orleans Pelicans,3,1,31,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,20,3,1,1,20151110,NOP,DAL
8090,Shot Chart Detail,21500112,417,202397,Ish Smith,1610612740,New Orleans Pelicans,3,1,9,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,20,2,1,1,20151110,NOP,DAL
8091,Shot Chart Detail,21500112,423,202397,Ish Smith,1610612740,New Orleans Pelicans,3,0,9,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,16,94,139,1,0,20151110,NOP,DAL
8092,Shot Chart Detail,21500112,440,202397,Ish Smith,1610612740,New Orleans Pelicans,4,11,41,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,14,-1,1,1,20151110,NOP,DAL
8093,Shot Chart Detail,21500112,461,202397,Ish Smith,1610612740,New Orleans Pelicans,4,9,50,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,19,199,0,1,0,20151110,NOP,DAL
8094,Shot Chart Detail,21500117,42,202397,Ish Smith,1610612740,New Orleans Pelicans,1,8,0,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,19,0,1,0,20151111,ATL,NOP
8095,Shot Chart Detail,21500117,54,202397,Ish Smith,1610612740,New Orleans Pelicans,1,6,16,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-1,7,1,1,20151111,ATL,NOP
8096,Shot Chart Detail,21500117,60,202397,Ish Smith,1610612740,New Orleans Pelicans,1,5,41,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,12,0,1,1,20151111,ATL,NOP
8097,Shot Chart Detail,21500117,68,202397,Ish Smith,1610612740,New Orleans Pelicans,1,5,15,Missed Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,14,131,1,0,20151111,ATL,NOP
8098,Shot Chart Detail,21500117,117,202397,Ish Smith,1610612740,New Orleans Pelicans,1,1,6,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-101,223,1,0,20151111,ATL,NOP
8099,Shot Chart Detail,21500117,129,202397,Ish Smith,1610612740,New Orleans Pelicans,1,0,20,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,19,0,1,1,20151111,ATL,NOP
8100,Shot Chart Detail,21500117,166,202397,Ish Smith,1610612740,New Orleans Pelicans,2,8,36,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,28,247,1,1,20151111,ATL,NOP
8101,Shot Chart Detail,21500117,168,202397,Ish Smith,1610612740,New Orleans Pelicans,2,8,8,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,12,-1,1,1,20151111,ATL,NOP
8102,Shot Chart Detail,21500117,183,202397,Ish Smith,1610612740,New Orleans Pelicans,2,6,22,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-12,-6,1,1,20151111,ATL,NOP
8103,Shot Chart Detail,21500117,188,202397,Ish Smith,1610612740,New Orleans Pelicans,2,5,36,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,109,224,1,1,20151111,ATL,NOP
8104,Shot Chart Detail,21500117,242,202397,Ish Smith,1610612740,New Orleans Pelicans,2,0,32,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,40,80,1,0,20151111,ATL,NOP
8105,Shot Chart Detail,21500117,268,202397,Ish Smith,1610612740,New Orleans Pelicans,3,10,2,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,225,41,1,0,20151111,ATL,NOP
8106,Shot Chart Detail,21500117,311,202397,Ish Smith,1610612740,New Orleans Pelicans,3,6,46,Missed Shot,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,64,31,1,0,20151111,ATL,NOP
8107,Shot Chart Detail,21500117,327,202397,Ish Smith,1610612740,New Orleans Pelicans,3,5,28,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-4,26,1,0,20151111,ATL,NOP
8108,Shot Chart Detail,21500117,336,202397,Ish Smith,1610612740,New Orleans Pelicans,3,4,32,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,14,7,1,1,20151111,ATL,NOP
8109,Shot Chart Detail,21500117,362,202397,Ish Smith,1610612740,New Orleans Pelicans,3,3,7,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,14,2,1,0,20151111,ATL,NOP
8110,Shot Chart Detail,21500117,496,202397,Ish Smith,1610612740,New Orleans Pelicans,4,3,11,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-20,2,1,0,20151111,ATL,NOP
8111,Shot Chart Detail,21500131,164,202397,Ish Smith,1610612740,New Orleans Pelicans,2,8,31,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,20,41,1,1,20151113,TOR,NOP
8112,Shot Chart Detail,21500131,174,202397,Ish Smith,1610612740,New Orleans Pelicans,2,7,44,Missed Shot,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,8,-68,43,1,0,20151113,TOR,NOP
8113,Shot Chart Detail,21500131,176,202397,Ish Smith,1610612740,New Orleans Pelicans,2,7,39,Missed Shot,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-76,23,1,0,20151113,TOR,NOP
8114,Shot Chart Detail,21500131,248,202397,Ish Smith,1610612740,New Orleans Pelicans,2,2,7,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,12,123,-5,1,0,20151113,TOR,NOP
8115,Shot Chart Detail,21500131,380,202397,Ish Smith,1610612740,New Orleans Pelicans,3,1,8,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,18,-14,183,1,0,20151113,TOR,NOP
8116,Shot Chart Detail,21500131,384,202397,Ish Smith,1610612740,New Orleans Pelicans,3,0,35,Missed Shot,Running Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,48,7,1,0,20151113,TOR,NOP
8117,Shot Chart Detail,21500131,389,202397,Ish Smith,1610612740,New Orleans Pelicans,3,0,0,Missed Shot,Fadeaway Bank shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,128,115,1,0,20151113,TOR,NOP
8118,Shot Chart Detail,21500131,395,202397,Ish Smith,1610612740,New Orleans Pelicans,4,11,22,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,10,257,1,0,20151113,TOR,NOP
8119,Shot Chart Detail,21500131,525,202397,Ish Smith,1610612740,New Orleans Pelicans,4,1,5,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-230,154,1,0,20151113,TOR,NOP
8120,Shot Chart Detail,21500145,121,202397,Ish Smith,1610612740,New Orleans Pelicans,1,0,56,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-16,21,1,1,20151115,NYK,NOP
8121,Shot Chart Detail,21500145,395,202397,Ish Smith,1610612740,New Orleans Pelicans,4,9,52,Missed Shot,Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,15,26,1,0,20151115,NYK,NOP
8122,Shot Chart Detail,21500163,65,202397,Ish Smith,1610612740,New Orleans Pelicans,1,4,8,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,9,16,1,1,20151117,NOP,DEN
8123,Shot Chart Detail,21500163,68,202397,Ish Smith,1610612740,New Orleans Pelicans,1,3,45,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,15,13,1,0,20151117,NOP,DEN
8124,Shot Chart Detail,21500163,94,202397,Ish Smith,1610612740,New Orleans Pelicans,1,1,12,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-24,3,1,1,20151117,NOP,DEN
8125,Shot Chart Detail,21500163,117,202397,Ish Smith,1610612740,New Orleans Pelicans,2,9,26,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,12,7,1,1,20151117,NOP,DEN
8126,Shot Chart Detail,21500163,282,202397,Ish Smith,1610612740,New Orleans Pelicans,3,5,45,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,20,2,1,1,20151117,NOP,DEN
8127,Shot Chart Detail,21500163,297,202397,Ish Smith,1610612740,New Orleans Pelicans,3,3,53,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,20,7,1,0,20151117,NOP,DEN
8128,Shot Chart Detail,21500163,305,202397,Ish Smith,1610612740,New Orleans Pelicans,3,3,7,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,12,7,1,1,20151117,NOP,DEN
8129,Shot Chart Detail,21500163,378,202397,Ish Smith,1610612740,New Orleans Pelicans,4,8,2,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,159,188,1,1,20151117,NOP,DEN
8130,Shot Chart Detail,21500163,455,202397,Ish Smith,1610612740,New Orleans Pelicans,4,0,29,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-22,2,1,0,20151117,NOP,DEN
8131,Shot Chart Detail,21500171,12,202397,Ish Smith,1610612740,New Orleans Pelicans,1,9,59,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,17,7,1,1,20151118,OKC,NOP
